,CustomerId,Surname,Name,Email,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,SalaryDolar,AnioNacimiento,Generaciones,InicialGender,Fidelidad
17,15788218,Henderson,Joshua,jenniferjohnson@example.com,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0,15702.986900000002,2000,Generacion Z,F,Leales
18,15661507,Muldrow,Marc,david59@example.net,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,172966.44290000002,1979,Generacion X,M,Leales
19,15568982,Hao,Laura,beckjoann@example.com,726,France,Female,24,6,0.0,2,1,1,54724.03,0,59649.1927,2000,Generacion Z,F,Leales
20,15577657,McDonald,Devin,jenniferreese@example.com,732,France,Male,41,8,0.0,2,1,1,170886.17,0,186265.92530000003,1983,Millennials,M,Leales
21,15597945,Dellucci,Dominic,michaelbowman@example.com,636,Spain,Female,32,8,0.0,2,1,0,138555.46,0,151025.4514,1992,Millennials,F,Leales
22,15699309,Gerasimov,Rita,perrytammy@example.org,510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,129615.7477,1986,Millennials,F,Regulares
23,15725737,Mosman,Anita,qstanton@example.com,669,France,Male,46,3,0.0,2,0,1,8487.75,0,9251.647500000001,1978,Generacion X,M,Regulares
24,15625047,Yen,Roy,mcgrathrobert@example.com,846,France,Female,38,5,0.0,1,1,1,187616.16,0,204501.61440000002,1986,Millennials,F,Regulares
25,15738191,Maclean,William,fandersen@example.net,577,France,Male,25,3,0.0,2,0,1,124508.29,0,135714.0361,1999,Generacion Z,M,Regulares
26,15736816,Young,Victoria,ledwards@example.org,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0,185345.72550000003,1988,Millennials,M,Regulares
27,15700772,Nebechi,Diane,yhansen@example.com,571,France,Male,44,9,0.0,2,0,0,38433.35,0,41892.351500000004,1980,Generacion X,M,Leales
28,15728693,McWilliams,Corey,msanders@example.org,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,109204.2987,1981,Millennials,F,Regulares
29,15656300,Lucciano,Brenda,hwilliams@example.org,411,France,Male,29,0,59697.17,2,1,1,53483.21,0,58296.6989,1995,Millennials,M,Nuevos
30,15589475,Azikiwe,Susan,christinathomas@example.org,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,153111.62420000002,1985,Millennials,F,Regulares
31,15706552,Odinakachukwu,Courtney,anna65@example.net,533,France,Male,36,7,85311.7,1,0,1,156731.91,0,170837.78190000003,1988,Millennials,M,Leales
32,15750181,Sanderson,Christopher,jacob47@example.org,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,89269.7029,1983,Millennials,M,Leales
33,15659428,Maggard,Edward,dawsonbryan@example.org,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,37507.499500000005,1982,Millennials,F,Leales
34,15732963,Clements,Amy,derek28@example.net,722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,154816.04630000002,1995,Millennials,F,Leales
35,15794171,Lombardo,Lisa,alejandroharper@example.com,475,France,Female,45,0,134264.04,1,1,0,27822.99,1,30327.059100000002,1979,Generacion X,F,Nuevos
36,15788448,Watson,Gabriela,colemercedes@example.com,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,124332.77930000001,1993,Millennials,M,Regulares
37,15729599,Lorenzo,Thomas,melanie20@example.net,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,107314.2605,1991,Millennials,M,Leales
38,15717426,Armstrong,Christopher,bentleydanny@example.com,850,France,Male,36,7,0.0,1,1,1,40812.9,0,44486.061,1988,Millennials,M,Leales
39,15585768,Cameron,Kendra,williamsonmelinda@example.com,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,194100.70360000004,1983,Millennials,M,Leales
40,15619360,Hsiao,Amy,bobmitchell@example.com,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,76468.09980000001,1984,Millennials,M,Regulares
41,15738148,Clarke,Patricia,rochacarl@example.org,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,197614.43850000002,1973,Generacion X,F,Leales
42,15687946,Osborne,Michael,bartonvictoria@example.net,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,102627.6747,1963,Baby Boomers,F,Regulares
43,15755196,Lavine,Susan,joseph60@example.org,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,211858.67840000003,1975,Generacion X,F,Regulares
44,15684171,Bianchi,Melissa,ricky47@example.org,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,172588.84510000004,1963,Baby Boomers,F,Regulares
45,15754849,Tyler,Ethan,carlosmckee@example.com,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,137904.0314,1992,Millennials,F,Regulares
46,15602280,Martin,Emily,millsmaria@example.com,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,130481.94890000002,1997,Generacion Z,F,Leales
47,15771573,Okagbue,Nicole,willie25@example.com,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,128208.85200000001,1985,Millennials,F,Leales
48,15766205,Yin,Rebecca,ronaldreyes@example.net,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,99057.16170000001,1986,Millennials,M,Regulares
49,15771873,Buccho,Jeffrey,bmiller@example.net,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,211568.04080000002,1987,Millennials,F,Regulares
50,15616550,Chidiebele,Edward,scott63@example.com,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,215884.48440000002,1980,Generacion X,M,Muy leales
51,15768193,Trevisani,Jill,erin52@example.org,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,94202.78130000002,1988,Millennials,M,Regulares
52,15683553,O'Brien,Dale,boyerdavid@example.net,788,France,Female,33,5,0.0,2,0,0,116978.19,0,127506.22710000002,1991,Millennials,F,Regulares
53,15702298,Parkhill,Jonathan,tracey13@example.org,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,178804.6246,1983,Millennials,M,Leales
54,15569590,Yoo,Kim,robert46@example.com,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,43616.08840000001,1982,Millennials,M,Nuevos
55,15760861,Phillipps,Sheryl,tstephenson@example.net,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,123617.43410000001,1981,Millennials,M,Nuevos
56,15630053,Tsao,Connor,peterpowell@example.org,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,94947.25130000002,1979,Generacion X,M,Regulares
57,15647091,Endrizzi,Daniel,justincaldwell@example.com,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,49718.9875,2005,Generacion Z,M,Nuevos
58,15623944,T'ien,Sheila,ifrazier@example.net,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,1790.9899,1958,Baby Boomers,F,Regulares
59,15804771,Velazquez,Jonathan,joanna96@example.net,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,50985.0552,1973,Generacion X,M,Regulares
60,15651280,Hunter,John,ginamorgan@example.org,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,92115.43130000001,1989,Millennials,M,Regulares
61,15773469,Clark,Robert,danielcunningham@example.org,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,137879.3538,1997,Generacion Z,F,Leales
62,15702014,Jeffrey,Timothy,evansbeverly@example.com,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,194889.9617,1991,Millennials,M,Nuevos
63,15751208,Pirozzi,Karen,george62@example.com,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,108344.2124,1968,Generacion X,M,Leales
64,15592461,Jackson,Samantha,mikemiller@example.net,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,101196.3303,1998,Generacion Z,M,Regulares
65,15789484,Hammond,Tiffany,benjaminferrell@example.org,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,30256.6124,1988,Millennials,F,Leales
66,15696061,Brownless,Cheyenne,zyoung@example.com,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,120370.3459,1990,Millennials,F,Nuevos
67,15641582,Chibugo,Sean,kristopherjones@example.net,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,214373.8752,1981,Millennials,M,Muy leales
68,15638424,Glauert,Brooke,warrenkelly@example.org,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,123885.96650000001,1989,Millennials,F,Regulares
69,15755648,Pisano,Lisa,angelicareeves@example.org,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,19841.27,2003,Generacion Z,F,Leales
70,15703793,Konovalova,Steven,asolis@example.net,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,30927.507400000002,1966,Generacion X,M,Regulares
71,15620344,McKee,Michelle,coxteresa@example.org,813,France,Male,29,6,0.0,1,1,0,33953.87,0,37009.71830000001,1995,Millennials,M,Leales
72,15812518,Palermo,Tammy,ohanson@example.com,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,48181.86950000001,1987,Millennials,F,Nuevos
73,15779052,Ballard,Sandra,williamsmary@example.com,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,63685.2229,1999,Generacion Z,F,Regulares
74,15770811,Wallace,Ronald,millermichael@example.com,519,France,Male,36,9,0.0,2,0,1,145562.4,0,158663.016,1988,Millennials,M,Leales
75,15780961,Cavenagh,Tyler,pricemark@example.net,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,24402.920000000002,2003,Generacion Z,F,Nuevos
76,15614049,Hu,Megan,kellycurtis@example.net,664,France,Male,55,8,0.0,2,1,1,139161.64,0,151686.18760000003,1969,Generacion X,M,Leales
77,15662085,Read,Hannah,destiny61@example.net,678,France,Female,32,9,0.0,1,1,1,148210.64,0,161549.59760000004,1992,Millennials,F,Leales
78,15575185,Bushell,Nicole,uallen@example.org,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,211721.19670000003,1991,Millennials,M,Regulares
79,15803136,Postle,Willie,anthonyduffy@example.com,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,107148.75490000001,1983,Millennials,F,Muy leales
80,15706021,Buley,Christina,pkeller@example.org,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,186840.88940000001,1990,Millennials,F,Nuevos
81,15663706,Leonard,Brandon,kcastillo@example.org,777,France,Female,32,2,0.0,1,1,0,136458.19,1,148739.4271,1992,Millennials,F,Regulares
82,15641732,Mills,Nancy,nhall@example.com,543,France,Female,36,3,0.0,2,0,0,26019.59,0,28361.353100000004,1988,Millennials,F,Regulares
83,15701164,Onyeorulu,Linda,michael23@example.net,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,173566.46610000002,1990,Millennials,F,Regulares
84,15738751,Beit,Robert,casey57@example.org,493,France,Female,46,4,0.0,2,1,0,1907.66,0,2079.3494,1978,Generacion X,F,Regulares
85,15805254,Ndukaku,Cynthia,cory14@example.org,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,124996.5675,1949,Baby Boomers,F,Muy leales
86,15762418,Gant,Elizabeth,wsmith@example.com,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,140221.2515,2002,Generacion Z,M,Regulares
87,15625759,Rowley,Janice,crice@example.org,729,France,Male,30,9,0.0,2,1,0,151869.35,0,165537.5915,1994,Millennials,M,Leales
88,15622897,Sharpe,Shane,yvelasquez@example.org,646,France,Female,46,4,0.0,3,1,0,93251.42,1,101644.0478,1978,Generacion X,F,Regulares
89,15767954,Osborne,Nancy,brendanpham@example.net,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,170902.58239999998,1996,Millennials,F,Regulares
90,15757535,Heap,Juan,adam01@example.org,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,189883.68980000002,1980,Generacion X,F,Regulares
91,15731511,Ritchie,Michelle,christineflowers@example.org,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,160374.3814,1979,Generacion X,M,Leales
92,15809248,Cole,Ross,patriciashannon@example.com,524,France,Female,36,10,0.0,2,1,0,109614.57,0,119479.88130000002,1988,Millennials,F,Muy leales
93,15640635,Capon,Alexa,holly16@example.org,769,France,Male,29,8,0.0,2,1,1,172290.61,0,187796.7649,1995,Millennials,M,Leales
94,15676966,Capon,Jessica,rebeccamckay@example.org,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,93720.8923,1982,Millennials,M,Regulares
95,15699461,Fiorentini,Hannah,jessecohen@example.com,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,132192.7802,1989,Millennials,M,Muy leales
96,15738721,Graham,Kyle,bwhite@example.org,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,70408.82250000001,1983,Millennials,M,Leales
97,15693683,Yuille,Dawn,josephsimmons@example.org,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,215030.98170000003,1995,Millennials,M,Leales
98,15604348,Allard,Laurie,riceashley@example.com,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,108613.09360000001,2002,Generacion Z,M,Leales
99,15633059,Fanucci,Paul,gjohnson@example.net,413,France,Male,34,9,0.0,2,0,0,6534.18,0,7122.256200000001,1990,Millennials,M,Leales
100,15808582,Fu,Jessica,cameron96@example.net,665,France,Female,40,6,0.0,1,1,1,161848.03,0,176414.35270000002,1984,Millennials,F,Leales
101,15743192,Hung,Anthony,carlcarpenter@example.org,623,France,Female,44,6,0.0,2,0,0,167162.43,0,182207.0487,1980,Generacion X,F,Leales
102,15580146,Hung,Tina,mirandataylor@example.net,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,45748.084800000004,1993,Millennials,M,Leales
103,15776605,Bradley,Austin,dustin86@example.net,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,65984.8504,1988,Millennials,M,Leales
104,15804919,Dunbabin,Mathew,lovejohn@example.net,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,193644.6912,1959,Baby Boomers,F,Nuevos
105,15613854,Mauldon,Justin,robert16@example.org,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,33773.203100000006,1978,Generacion X,F,Regulares
106,15599195,Stiger,Sarah,uhickman@example.org,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,10959.437700000002,1992,Millennials,M,Nuevos
107,15812878,Parsons,Kara,cstephenson@example.net,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,40304.4068,1988,Millennials,F,Regulares
108,15602312,Walkom,Tracy,travis43@example.net,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,78330.4411,1991,Millennials,M,Regulares
109,15744689,T'ang,Peter,antonio40@example.net,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,108400.34740000001,1989,Millennials,M,Leales
110,15803526,Eremenko,Robert,emilysmith@example.com,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,68760.3392,1994,Millennials,M,Regulares
111,15665790,Rowntree,Andrea,sandershannah@example.org,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,29682.0734,1985,Millennials,M,Leales
112,15715951,Thorpe,Carrie,jonathan11@example.org,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,94609.1769,1982,Millennials,M,Regulares
113,15591100,Chiemela,Danielle,xthompson@example.net,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,25063.808800000003,1988,Millennials,M,Leales
114,15609618,Fanucci,Lawrence,grant03@example.net,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,110418.0246,1996,Millennials,M,Leales
115,15675522,Ko,Philip,carla64@example.net,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,80844.35170000001,1994,Millennials,F,Leales
116,15705512,Welch,Maria,mcclainmichael@example.net,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,126045.73610000001,1987,Millennials,F,Leales
117,15698028,Duncan,James,marycraig@example.com,506,France,Female,41,1,0.0,2,1,0,31766.3,0,34625.267,1983,Millennials,F,Nuevos
118,15661670,Chidozie,Michelle,christopher82@example.com,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,217700.67510000002,1993,Millennials,F,Leales
119,15600781,Wu,Brooke,david77@example.net,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,131709.5832,1990,Millennials,M,Regulares
120,15682472,Culbreth,Shirley,russellmichael@example.net,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,41563.6293,1990,Millennials,M,Leales
121,15580203,Kennedy,Brandon,asmith@example.org,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,109142.73550000001,1985,Millennials,M,Leales
122,15690673,Cameron,Andrew,yrojas@example.com,656,France,Female,39,6,0.0,2,1,0,141069.88,0,153766.1692,1985,Millennials,F,Leales
123,15760085,Calabresi,Angela,victoria36@example.net,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,215961.0024,1976,Generacion X,F,Muy leales
124,15779659,Zetticci,Thomas,tgalvan@example.net,625,France,Female,28,3,0.0,1,0,0,183646.41,0,200174.58690000002,1996,Millennials,F,Regulares
125,15627360,Fuller,Michael,iwhitehead@example.net,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,120189.11160000002,1982,Millennials,M,Leales
126,15671137,MacDonald,Rebecca,theresanelson@example.net,549,France,Female,52,1,0.0,1,0,1,8636.05,1,9413.2945,1972,Generacion X,F,Nuevos
127,15782688,Piccio,Christopher,nathanielmays@example.com,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,51038.247200000005,1968,Generacion X,M,Nuevos
128,15575492,Kennedy,Stephanie,smithmichael@example.com,828,France,Female,41,7,0.0,2,1,0,171378.77,0,186802.8593,1983,Millennials,F,Leales
129,15591607,Fernie,Daniel,james72@example.net,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,182309.42150000003,2000,Generacion Z,M,Leales
130,15740404,He,Sierra,derrick52@example.com,758,France,Female,34,3,0.0,2,1,1,124226.16,0,135406.51440000001,1990,Millennials,F,Regulares
131,15718369,Kaodilinakachukwu,Morgan,morrisjeffery@example.net,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,125279.37890000001,1991,Millennials,F,Leales
132,15677871,Cocci,Colton,jcannon@example.com,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,38813.6792,1986,Millennials,M,Leales
133,15642004,Alekseeva,Alexis,randallchristina@example.com,686,France,Male,25,1,0.0,2,0,1,16459.37,0,17940.7133,1999,Generacion Z,M,Nuevos
134,15712543,Chinweike,Nancy,lewisangelica@example.org,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,135608.0772,1985,Millennials,M,Leales
135,15584518,Arthur,Jacob,kathrynbaker@example.net,589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,38085.94070000001,1974,Generacion X,F,Regulares
136,15802381,Li,Katelyn,carmen67@example.org,461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,182884.8652,1990,Millennials,F,Regulares
137,15610156,Ma,Cheryl,tinariggs@example.org,637,France,Male,40,2,133463.1,1,0,1,93165.34,0,101550.2206,1984,Millennials,M,Regulares
138,15594408,Chia,Justin,rbrooks@example.com,584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,81925.76250000001,1976,Generacion X,F,Regulares
139,15640905,Vasin,Connie,dorseysamuel@example.net,579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,9364.004700000001,1989,Millennials,F,Nuevos
140,15698932,Groves,Paul,hallbrandon@example.org,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,206602.851,1980,Generacion X,M,Muy leales
141,15724944,Tien,Christopher,yswanson@example.net,663,France,Male,34,7,0.0,2,1,1,180427.24,0,196665.6916,1990,Millennials,M,Leales
142,15628145,Forwood,Jenna,zhangadam@example.com,682,France,Female,43,5,125851.93,1,1,1,193318.33,0,210716.9797,1981,Millennials,F,Regulares
143,15713483,Greeves,Cathy,cruzstacey@example.net,793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,173444.96380000003,1972,Generacion X,M,Regulares
144,15612350,Taylor,Timothy,paul60@example.net,691,France,Female,31,5,40915.55,1,1,0,126213.84,1,137573.08560000002,1993,Millennials,F,Regulares
145,15800703,Madukwe,Christopher,scottflores@example.com,485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,59014.23500000001,2003,Generacion Z,F,Regulares
146,15705707,Bennelong,Ashley,danielbarber@example.net,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,153772.30590000004,1995,Millennials,F,Leales
147,15754105,Olisanugo,Tracy,halljessica@example.net,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,26699.5827,1987,Millennials,M,Regulares
148,15703264,Chukwufumnanya,Marcus,lisarice@example.org,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,81571.6106,1980,Generacion X,M,Leales
149,15794413,Harris,Donna,vanessa50@example.com,416,France,Male,32,0,0.0,2,0,1,878.87,0,957.9683000000001,1992,Millennials,M,Nuevos
150,15650237,Morgan,Kim,cperez@example.org,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,97577.61750000001,1992,Millennials,F,Leales
151,15759618,Alexeeva,Allison,steven84@example.org,535,France,Female,48,9,0.0,1,1,0,149892.79,1,163383.1411,1976,Generacion X,F,Leales
152,15811589,Metcalfe,Mindy,garciadavid@example.net,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,197072.45780000003,1982,Millennials,M,Leales
153,15689044,Humphries,Anthony,susanwhite@example.org,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,107524.37980000001,1987,Millennials,M,Regulares
154,15709368,Milne,David,williamwhite@example.com,614,France,Female,43,6,0.0,2,1,1,109041.53,0,118855.26770000001,1981,Millennials,F,Leales
155,15679145,Chou,Bruce,alanjones@example.org,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,19555.864400000002,1967,Generacion X,M,Leales
156,15655007,Li,Sandra,tracy27@example.org,758,France,Female,33,7,0.0,2,0,0,82996.47,0,90466.1523,1991,Millennials,F,Leales
157,15623595,Clayton,David,weisskerry@example.com,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,100353.41150000002,1996,Millennials,F,Regulares
158,15589975,Maclean,Randall,yvonnepitts@example.com,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,114144.42940000001,1951,Baby Boomers,F,Leales
159,15804017,Chigolum,Chelsea,james24@example.net,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,122829.45130000002,1991,Millennials,F,Regulares
160,15692132,Wilkinson,Michael,robert67@example.net,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,92322.52040000001,2002,Generacion Z,F,Leales
161,15641122,Wei,Troy,acooper@example.org,684,France,Male,30,2,0.0,2,1,0,83473.82,0,90986.46380000001,1994,Millennials,M,Regulares
162,15630910,Treacy,Thomas,qmcdonald@example.org,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,51366.369900000005,1975,Generacion X,F,Leales
163,15680772,Hu,James,travis69@example.org,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,116605.80200000001,1988,Millennials,F,Regulares
164,15658929,Taverner,Levi,stephanie19@example.com,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,60584.96860000001,1995,Millennials,M,Nuevos
165,15585388,Sherman,Christopher,bakerthomas@example.com,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,152463.1287,1993,Millennials,M,Leales
166,15724623,Taubman,Kevin,eford@example.net,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,177128.79320000001,2000,Generacion Z,F,Leales
167,15588537,Robinson,Donna,steven50@example.org,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,214184.9564,1983,Millennials,F,Leales
168,15574692,Pinto,Timothy,harold20@example.com,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,44386.1516,1985,Millennials,F,Regulares
169,15611325,Wood,Kimberly,hillcameron@example.net,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,57916.38700000001,2000,Generacion Z,M,Leales
170,15587562,Hawkins,Arthur,ruizbryan@example.net,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,178779.50010000003,1995,Millennials,F,Regulares
171,15613172,Sun,Barbara,usanchez@example.com,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,170036.6864,1997,Generacion Z,M,Regulares
172,15651022,Yost,Thomas,elizabeth02@example.net,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,5965.243,1980,Generacion X,M,Muy leales
173,15586310,Ting,Jacob,david72@example.net,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,122283.9499,1994,Millennials,M,Regulares
174,15625524,Rowe,Jeffery,ryansarah@example.com,512,France,Male,40,5,0.0,2,1,1,146457.83,0,159639.0347,1984,Millennials,M,Regulares
175,15755209,Fu,Michael,kgeorge@example.org,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,29741.849000000002,1989,Millennials,F,Leales
176,15645248,Ho,Kyle,cunninghamdouglas@example.com,510,France,Female,30,0,0.0,2,1,1,130553.47,0,142303.28230000002,1994,Millennials,F,Nuevos
